ⲡⲉⲗⲁⲕ	*	NPROP
ⲡⲉⲧⲣⲟⲥ	*	NPROP
ⲡⲟⲓⲙⲏⲛ	*	NPROP
ⲣⲁⲕⲟⲧⲉ	*	NPROP
ⲣⲏⲭⲁⲃ	*	NPROP
ⲣⲙⲁⲑⲁⲉⲓⲙ	*	NPROP
ⲥⲁⲃⲁ	*	NPROP
ⲥⲁⲃⲁⲱⲑ	*	NPROP
ⲥⲁⲃⲃⲁⲱⲑ	*	NPROP
ⲥⲁⲇⲇⲟⲩⲕⲁⲓⲟⲥ	*	NPROP
ⲥⲁⲗⲉⲙⲗⲁ	*	NPROP
ⲥⲁⲗⲱⲙⲏ	*	NPROP
ⲥⲁⲙⲁⲁ	*	NPROP
ⲥⲁⲧⲁⲛⲁⲥ	*	NPROP
ⲥⲁⲫⲁⲛ	*	NPROP
ⲥⲉⲇⲉⲕⲓⲁⲥ	*	NPROP
ⲥⲉⲓⲣⲁⲭ	*	NPROP
ⲥⲉⲣⲁⲫⲓⲛ	*	NPROP
ⲥⲏⲱⲛ	*	NPROP
ⲥⲓⲇⲱⲛ	*	NPROP
ⲥⲓⲕⲓⲙⲁ	*	NPROP
ⲥⲓⲙⲱⲛ	*	NPROP
ⲥⲓⲥⲁⲣⲁ	*	NPROP
ⲥⲓⲫ	*	NPROP
ⲥⲟⲅⲭⲱⲑ	*	NPROP
ⲥⲟⲕⲭⲱⲑ	*	NPROP
ⲥⲩⲣⲓⲁ	*	NPROP
ⲥⲱⲫⲁⲣ	*	NPROP
ⲧⲁⲗⲉⲓⲑⲁ	*	NPROP
ⲧⲁⲙⲁⲥⲕⲟⲥ	*	NPROP
ⲧⲁⲣⲧⲁⲣⲟⲥ	*	NPROP
ⲧⲕⲣⲓⲥ	*	NPROP
ⲧⲩⲣⲟⲥ	*	NPROP
ⲧⲱⲃⲓⲁⲥ	*	NPROP
ⲧⲱⲃⲓⲇ	*	NPROP
ⲫⲁⲛⲉⲣⲱⲥ	*	ADV
ⲫⲁⲣⲁⲱ	*	NPROP
ⲫⲁⲣⲙⲟⲩⲧⲉ	*	NPROP
ⲫⲓⲗⲓⲡⲡⲟⲥ	*	NPROP
ⲫⲓⲛⲉⲉⲥ	*	NPROP
ⲫⲟⲓⲛⲓⲕⲏ	*	NPROP
ⲭⲁⲙ	*	NPROP
ⲭⲁⲙⲁⲁⲙ	*	NPROP
ⲭⲉⲇⲇⲁⲓⲟⲥ	*	NPROP
ⲭⲉⲛⲉⲣⲉⲑ	*	NPROP
ⲭⲗⲟⲏ	*	NPROP
ⲭⲱⲣⲏⲃ	*	NPROP
ⲭⲱⲣⲏⲙⲁ	NPROP	N
ⲱⲃⲏⲗ	*	NPROP
ⲱⲫⲁⲥ	*	NPROP
