#1|orig_group	count
ⲛ̄ⲛⲉⲧⲙⲟⲟϣⲉ	1
ⲛϩⲉⲛⲡⲁⲓⲇⲉⲥ	1
ⲉⲧⲉⲧⲛⲉⲧⲁⲁⲥ	1
ⲛ̄ⲛⲉⲧⲙⲟⲩⲧⲉ	1
ⲕⲗⲏⲣⲟⲛⲟⲙⲓ	1
ⲉⲧϣⲟⲩⲱ̇ⲟⲩ	1
ⲁ̇ⲩϫⲟⲟⲥ	1
ⲛ̄ⲧⲉⲙⲉⲣⲉⲡ︤ⲡ︥ⲉⲑⲟⲟⲩ	1
ⲁ̇ϥⲙⲉⲧⲁⲛⲟⲓ	1
ⲙ̄ⲡⲟⲩϫⲱϩ︤ⲙ︥	1
⟦…̣ⲓⲁⲛ	1
ⲉϫ︤ⲛ︥ⲧⲏⲩⲧ︤ⲛ︥	1
ⲙ̇ⲡϣⲟⲩϣⲟⲩ	1
ⲉⲧⲉⲧⲛⲛⲟϥⲣⲉ	1
ϩ︤ⲛ︥ⲧⲉⲥⲡⲟⲩⲇⲏ	1
ⲛⲉⲓϩⲁϩⲧⲉⲧⲏⲩⲧⲛ	1
Ⲁⲡⲉⲛⲡⲉⲧⲟⲩⲁⲁⲃ	1
ϫⲉⲡⲉⲧⲙⲟⲟϣⲉ	1
ϫⲉⲧ︤ⲛ︥ⲕⲏϩ	1
ϫⲉⲡⲉⲧⲛⲁⲙⲟⲩ	1
ⲛ̄ⲕⲣⲟⲛⲟⲥ⳿	1
ϫⲉⲛⲛⲉⲕϣⲃⲧⲟⲩⲙⲁⲥⲉ	1
ⲉⲧⲃⲉⲑⲟⲧⲉ	1
ⲉⲧⲃⲉⲙⲁⲁⲃ	1
ⲉⲧⲃⲉⲛⲁⲩⲉ	1
ⲉⲧⲃⲉⲛⲉⲧⲟ	1
ϫⲉⲡⲉⲧⲛⲟⲩⲱϣ	1
ⲙⲛⲛⲉⲧⲟⲩⲁⲣⲭⲉⲓ	1
ϫⲉⲡⲉⲧⲛⲥⲱⲙⲁ	1
ⲉⲧⲃⲉⲧⲁⲓ̈	1
ⲛⲉⲛⲧⲁⲩϩⲓ̇ⲧⲟ̇ⲟ[ⲧⲟⲩ]	1
ⲛⲛⲉⲕϫⲁϫⲉⲉⲩ	1
ϩⲓⲧⲛⲛϩⲟϥ	1
ⲉⲧⲉⲧⲛⲁϩⲉⲣⲁⲧⲧⲏⲩⲧⲛ	1
ⲛϭⲓⲁⲕⲩⲗⲁ	1
ϫⲉⲁⲩϯϭⲱⲛⲧ	1
ⲙⲛⲧⲙⲛⲧⲡⲣⲟⲇⲟⲧⲏⲥ	1
ϫⲉⲙ̄ⲡⲁⲧⲉⲛⲱⲥⲕ	1
ⲧⲉⲧⲛ̇ⲫⲟⲣⲉⲓ	1
ⲛ̄ⲧⲁⲩⲣ̄ⲁⲛⲁϥ`	1
ⲛϭⲓⲡⲉⲧⲇⲓⲁⲕⲟⲛⲉⲓ	1
ⲛ̄ⲧⲉⲧ︤ⲛ︥	1
ϣⲁⲧⲉⲧ︤ⲛ︥ϭⲱ̂	1
ⲉⲧⲉⲧⲛⲙⲟⲟϣⲉ	1
ϩⲁⲡϫⲟϥϫϥ	1
ⲉⲧⲃⲏⲏⲧⲛ︥	1
ⲛ̄ϭⲓⲛⲉⲧϭ︤ⲛ︥ⲁⲣⲓⲕⲉ	1
ⲉⲛⲉⲧⲙⲡⲉϥⲕⲱⲧⲉ	1
ⲉⲧⲉⲧⲛⲛⲁⲃⲱⲕ	1
ⲉⲧⲉⲧⲛⲛⲁⲓⲙⲉ	1
ⲉⲧⲉⲧⲛⲛⲁⲛⲁⲩ	1
ⲙ̇ⲡⲉⲧⲛⲁⲛⲟⲩϥ	1
ⲡⲉⲧⲉⲣⲉⲡⲉⲧⲥⲏϭ	1
ⲟⲩⲉⲝⲏⲅⲉⲥⲓⲥ	1
ⲙⲛⲛⲉϥⲥⲛⲏⲩ	1
ⲛⲣⲉϥⲉⲡⲓⲑⲩⲙⲓ	1
ϩⲓⲧⲙⲡⲃⲁⲗ	1
ϩⲓⲧⲙⲡⲣⲁⲛ	1
ϫⲉⲡⲉⲧⲧⲁⲗϭⲟ	1
ⲛⲥⲉϫⲉⲓ̈ⲧⲟⲩ	1
ⲛ̄ϩⲉⲛⲣ̂ⲡⲙⲉⲉⲩⲉ	1
ⲉⲧⲉⲧⲛⲡⲗⲁⲛⲁ	1
ⲛϭⲓⲛⲉϩⲟⲟⲩ	1
ϩⲁⲡϩⲓⲛⲏⲃ	1
ϫⲉⲁⲩⲣ̣̂ⲛ̣ⲟⲃⲉ	1
ⲛ̄ⲥⲉⲟⲩⲁϩⲟⲩ	1
ⲉⲧⲉⲧⲛⲣⲛⲟⲃⲉ	1
ⲙⲡⲁϫⲟⲉⲓⲥ	1
ⲉⲧⲉⲧⲛⲥⲃⲧⲱⲧ	1
ⲧⲙⲛⲧⲣⲉϥⲣⲡⲁϩⲣⲉ	1
ϩⲙⲡⲉϥⲧⲁⲙⲓⲟⲛ	1
ⲙ̄ⲙⲁ[ⲩ]	1
ⲉⲣ̇ⲙⲟⲛⲁⲭⲟⲥ	1
ⲡⲉⲧⲉⲣⲉⲡⲧⲏⲣϥ	1
ⲛⲧⲉⲛⲧⲙⲣⲉⲃⲟⲗ	1
ⲙ̄ⲙⲟ[ⲟⲩ	1
ⲉⲧⲉⲧⲛⲧⲁⲡⲣⲟ	1
ⲛ̄ⲇⲓⲱⲅⲙⲟⲥ	1
ⲙ̄ⲙⲟ̣ϥ̣	1
ϩⲁⲡϭⲱⲛⲧ̄	1
ϩⲓϩⲉⲛⲇⲓⲱⲅⲙⲟⲥ	1
ⲙⲛⲡⲧⲙ̇ⲕⲁⲗⲁⲁⲩ	1
ϩⲛⲛⲉⲛⲧⲁⲩⲉⲓ	1
ⲛϭⲓⲓⲁⲕⲱⲃ	1
ⲉⲧⲃⲟⲏⲑⲓⲁ	1
ⲛϭⲓⲓⲱⲥⲏⲫ	1
ⲁⲛⲉϥϫⲁϫⲉ	1
ⲙⲛⲁⲡⲟⲗⲗⲱ	1
ϩ︤ⲛ︥ⲙ︤ⲛ︦ⲧ︥ⲁⲧⲥⲱⲧ︤ⲙ︥	1
ⲡⲉⲧⲉⲣⲉⲥⲟⲟⲩⲛ	1
ⲉⲧⲣⲉ̣ⲩϩⲁⲣⲉϩ	1
ⲛⲥⲁⲟⲩⲙⲛⲧⲙⲛⲧⲣⲉ	1
ⲙⲛⲛⲥⲁⲡⲉⲥⲭⲏⲙⲁ	1
ⲛⲧⲁⲙⲛⲧⲣⲣⲟ	1
ⲛϭⲓⲗⲁⲃⲁⲛ	1
ⲉⲣϣⲁⲛⲟⲩⲃⲁⲣⲃⲁⲣⲟⲥⲉⲓ̂	1
ϫⲛⲉⲟⲩϩⲗⲗ̣ⲟ	1
ⲧⲁⲣⲉⲡⲉⲛϩⲏⲧ	1
ϫⲛⲉⲟⲩϩⲗⲗⲟ̇	1
ⲁⲧⲉⲧⲛϫⲉⲕⲙⲧⲏⲩⲧⲛ	1
ⲛϭⲓⲙⲁⲣⲓⲁ	1
ⲁⲙⲡⲉⲧⲣⲁ	1
ⲙ̄ⲡⲉϥϩⲟ	1
ⲛ̄ⲥⲉⲟⲩⲟⲛϩ̄	1
ⲛϭⲓⲙⲙⲉⲩⲉ	1
ⲙ̄ⲡⲓϣⲱϣ	1
ϩⲉⲛⲉⲡⲟⲓⲕⲓⲟ⳯ ⳿	1
ⲉ̇ⲩⲁ̇ⲅⲣⲓ̇ⲟⲥ	1
ⲙ̄ⲡⲣ̄ⲕⲁ	1
ⲉⲧⲉⲙⲛϩⲏⲡⲟⲕⲣⲏⲥⲓⲥ	1
ⲉⲧⲃⲉⲛ̄ϣⲏⲣⲉ	1
ⲉⲧ︤ⲙ︥ⲧⲣⲉⲩⲙⲟⲟϣⲉ	1
ⲙ̄ⲙⲁⲁⲩ`	1
ⲙ̄ⲙⲁⲧⲟⲓ	1
ϩⲛⲧⲙⲁⲥⲧⲓⲅⲝ	1
ⲙ̄ⲙⲉⲗⲟⲥ	1
ⲙ̄ⲙⲉⲥⲧⲉ	1
ⲙ̄ⲙⲓⲥⲉ`	1
ⲉⲡⲇⲓⲁ̣[ⲃⲟⲗⲟⲥ]	1
ⲙ̄ⲙⲙⲟⲟⲩ	1
ⲙ̄ⲙⲟⲥⲧⲉ	1
ϫⲉⲙ̄ⲡⲟⲩⲥ︤ⲣ︥ϥⲉ⳿	1
ⲛ̄ⲧⲁⲩⲣ̄ⲛⲟⲃⲉ`	1
ⲛⲧⲉⲧⲁⲥⲕⲩⲛⲏ	1
ⲁ......ⲛ	1
ϩ︤ⲛ︥ϩⲉⲛⲙⲛ︤ⲧ︥ⲁⲣⲅⲟⲥ	1
ⲛⲙⲧⲉⲑⲁⲗⲁⲥⲥⲁ	1
ⲛ̄ⲛⲉⲛⲧⲁⲛⲉⲛⲉⲓⲱⲧ⳿	1
ⲉⲡⲁⲅⲅⲉⲗⲟⲥ	1
ⲉ̄ⲡⲉϥⲙⲟⲛⲟⲅⲏⲛⲏⲥ	1
ⲛⲅ̄[ⲛⲟϫⲟⲩ	1
ⲛⲥⲉⲧⲙⲟⲩⲱϣⲧ	1
ⲛϭⲓⲡⲉⲧϫⲟ	1
ⲛ̄ⲧⲙ︤ⲛ︦ⲧ︥ⲛⲟⲩⲧⲉ	1
ϩⲓⲙⲛⲧϫⲁϫⲉ	1
ϩ︤ⲛ︥ⲧⲉϥⲙ︤ⲛ︦ⲧ︥ϩ︤ⲗ︥ⲗⲟ	1
ⲟⲩⲃⲉⲛⲉⲩⲉⲣⲏⲩ⳿	1
ⲛϭⲓⲡⲗⲁⲟⲥ	1
ⲉⲧⲛⲁⲥⲟⲟⲩⲧ︤ⲛ︥	1
ⲉⲧⲉϥⲥⲟⲟⲩⲧⲛ	1
ϫⲉⲁⲩϥⲓϩⲉⲛϩⲛⲁⲁⲩ	1
ⲛ̄ⲛⲉⲩⲉⲣⲏⲧ⳿	1
ⲙ̄ⲡ[ⲉ]ⲧ̣ⲣⲓⲧⲟⲛ	1
ⲁⲩϯⲛⲉϥϩⲟⲓⲧⲉ	1
ⲁⲗⲱⲧ︤ⲛ︥	1
ⲙ̄ⲡⲉⲓⲑⲉ	1
ⲙ̄ⲡⲉⲓⲕⲉ	1
ⲙ̄ⲡⲉⲗⲓⲥ	1
ⲙ̄ⲡⲉⲧⲣⲁ	1
ⲙ̄ⲡⲏⲩⲉ`	1
ⲙ̄ⲡⲓⲛⲟϭ	1
ⲉⲣⲉⲟⲩⲟⲛⲛⲓⲙⲙⲟⲥⲧⲉ	1
ⲛⲥⲉⲥⲉⲡⲥⲱⲡⲟⲩ	1
ⲙ̄ⲡⲕⲱⲧⲉ	1
ⲙ̄ⲡⲣⲁϣⲉ	1
ⲙ̄ⲡⲙⲧⲟ`	1
ⲙ̄ⲡⲛⲁⲩ⳿	1
ⲙ̄ⲡⲛⲕⲱϩ	1
ⲙ̄ⲡⲛⲟⲃⲉ	1
ⲙ̄ⲡⲟⲩⲱϣ	1
ⲙ̄ⲡⲥⲱⲙⲁ	1
ⲙ̄ⲡⲥⲱⲛⲧ	1
ⲙ̄ⲡⲱⲛϩ̄	1
ⲙ̄ⲡⲧⲁⲕⲟ	1
ⲛϭⲓⲥⲓⲙⲱⲛ	1
ⲁⲩⲟⲩⲱϣ︤ⲃ︥	1
ⲙ̄ⲡ︤ⲣ︥ⲧⲣⲉ⳯ϣⲱⲡⲉ`	1
ⲉⲧϭ︤ⲛ︥ⲁⲣⲓⲕⲉ	1
ⲛϭⲓϩⲉⲛⲭⲣⲓⲥⲧⲟⲥ	1
ⲛϭⲓⲧⲙⲣⲣⲉ	1
ⲁⲩⲣϩⲉⲛϩⲃⲏⲩⲉ	1
ⲡ̣ⲉ̣ⲛ̣ⲧ̣ⲁϥⲧⲁϩⲙⲟⲩ`	1
ϯⲛⲁⲧⲣⲉⲕϣⲱⲡⲉ	1
ⲛϭⲓⲧⲡⲏⲅⲏ	1
ϥϯϣⲓⲡⲉ	1
ⲛⲉⲧⲉⲙ̄ⲡ︤ϥ︥ϥⲓⲧⲟⲩ	1
ⲉⲁⲩϫⲟⲛⲧⲟⲩ	1
ϩⲓⲧⲟⲟⲧ︤ϥ︥	1
ϩⲓⲧⲟⲟⲧ︤ⲥ︥	1
ⲛⲧⲁⲙⲱⲩⲥⲏⲥ	1
ϩⲁⲡⲉϥⲙⲉⲉⲩⲉ̇	1
ⲙⲛⲛⲉⲓ̈ϣⲁϫⲉ	1
ϩⲙⲡⲉϥⲧⲟⲩⲧⲏⲩ	1
[.....]ⲡ̣ⲣ̣[..][....]ⲥ̣	1
ⲙⲛϩⲉⲛⲕⲟⲟⲩⲉ	1
ⲁⲛⲅⲧϭⲓϫ	1
ⲙ̄ⲡⲟⲩⲟ̄ⲉⲓⲛ	1
ⲙ̄ⲡⲟⲩⲟ̄ⲉⲓ⳯	1
ⲙⲡⲉⲓϣⲏⲛ	1
ⲙⲡⲉⲓϩⲏⲧ	1
ⲙⲡⲉⲓϩⲱⲃ	1
ⲙⲡⲉⲕϩⲏⲧ	1
ϫⲉⲧⲛⲛⲁⲕⲣⲓⲛⲉ	1
ⲛ̄ⲥⲁⲛⲉⲛⲉⲣⲅⲓⲁ	1
ⲛ̅ⲟⲩⲟⲩⲟ̇ⲉⲓ̇ϣ	1
ⲛ̄ⲛⲉⲩⲙⲉⲉⲩⲉ	1
ⲛ̄ⲛⲉⲧⲟⲛ︤ϩ︥	1
ⲙⲡⲉⲕⲉϣⲣⲟⲉⲓⲥ	1
ϣⲁⲛⲧⲟⲩⲙⲟⲟⲩⲧϥ̄	1
ⲁ̇ϥϫⲉⲡⲉϥⲁ̇ϩⲉ	1
ⲙⲡⲁⲉⲓⲱⲧ	1
ⲙⲛϩⲉⲛⲙⲏⲏϣⲉ	1
ⲙⲛ̇ⲟⲩⲁⲡⲓ̇ⲗⲏ	1
ⲙⲡⲁⲟⲉⲓⲕ	1
ⲙⲡⲁⲧⲃⲃⲟ	1
ⲛⲧⲉⲡⲉⲛϫⲟⲉⲓⲥ	1
ϣ︤ⲛ︥ϩⲧⲏⲕ⳿	1
ⲧⲁⲣⲉⲡⲛⲟⲩⲧⲉ	1
ϩⲉⲛϭⲉⲣⲟⲟⲃ	1
ϩⲛ̇ⲧⲉⲓ̇ϣ̇ⲙⲟⲩⲛⲉ	1
ⲉ......ⲙ....	1
ⲉⲧⲛⲁⲧⲁϫⲣⲉⲧⲏⲩⲧⲛ	1
ⲁⲛⲁⲕⲧⲓⲛ	1
ⲙⲡⲅⲁⲙⲟⲥ	1
ⲙⲡⲅⲉⲛⲟⲥ	1
ⲙ︤︥ⲛⲣⲱⲙⲉ	1
ⲙⲁⲣⲟⲩϭⲟⲡⲟⲩ	1
ⲛⲧⲁⲛⲁⲣⲭⲱⲛ	1
ⲁⲩⲃⲁⲡⲧⲓⲍⲉ	1
ⲉⲣⲉⲛⲉⲛϣⲏⲣⲉ	1
ⲙⲡⲉⲓⲛⲁⲩ	1
ⲙⲡⲉⲓⲣⲡⲉ	1
ⲙⲡⲉⲕⲗⲟⲙ	1
ⲙⲡⲉⲕⲥⲟⲛ	1
ⲙⲡⲉⲗⲁⲁⲩ	1
ⲙⲡⲉⲧⲛϫⲱ	1
ⲙⲡⲉⲥⲛⲟϥ	1
ⲙⲡⲉⲥⲙⲟⲩ	1
ⲙⲡⲉⲧⲛⲱϣ	1
ⲙⲡⲉⲩⲓⲱⲧ	1
ⲙⲡⲉⲩⲟⲓⲕ	1
ⲛⲛⲉⲛⲧⲁⲙⲱⲩⲥⲏⲥ	1
ⲉⲡⲧⲏⲣ︤ϥ︥	1
ⲁⲩϫⲛⲉⲟⲩϩⲗ̇ⲗⲟ	1
ⲁⲛⲇⲣⲉⲁⲥ	1
ⲙⲡⲕⲱϩⲧ̄	1
ⲙⲛ̇ⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ	1
ⲁⲥⲣϣⲟⲣⲡ	1
ⲁⲥⲣϩⲟⲧⲉ	1
[…..]ⲉ̣ⲁ	1
ϩ︤ⲙ︥ⲡⲡⲁⲣⲁⲇⲉⲓⲥⲟⲥ	1
ⲙ̄ⲙⲛ̄ⲧⲣⲉ	1
ϩⲙⲡⲅⲉⲛⲏⲙⲁ	1
ⲛⲧⲁⲛⲉⲧⲕⲱⲧ	1
ⲁⲥϣⲉⲡϩⲁϩ	1
ⲛ̄ⲧⲁⲉⲛⲣⲱⲙⲉ	1
ⲛⲧⲉⲧⲛϩⲉⲛⲣⲉϥⲕⲱϩ	1
ⲉⲥⲟⲩⲟϣ︤ⲙ︥	1
ⲉⲧⲉⲟⲩⲕⲟⲇⲣⲁⲛⲧⲏⲥ	1
ⲧⲙⲉⲧⲁⲛⲟⲓⲁ	1
ⲙⲙⲛⲧⲁⲧⲛⲟⲩⲧⲉ	1
ⲉⲓⲙⲏⲧⲉⲓ̄	1
ⲛϭⲓⲟⲩϩⲗ̇ⲗⲟ	1
ⲉⲧⲉⲣⲉⲛ̄ⲣ̄ⲱ[ⲙⲉ]	1
ⲉ̄ⲣⲉⲟⲩⲣ̄ⲣⲟ	1
ⲉⲧⲉⲛⲥⲉⲥⲙⲟⲛⲧ	1
ϫⲉⲛⲛⲉⲩϭⲛⲧⲛ	1
ⲙⲡⲕⲁⲁⲧⲛ	1
ⲛ̇ⲑⲉⲱ̇ⲇⲱⲣⲟⲥ	1
ⲙⲡⲕⲁⲣⲱϥ	1
ϫⲉⲙ̣[.....]ⲟⲓ	1
ⲙⲡⲕⲉⲏⲉⲓ	1
ⲙⲡⲕⲉⲟⲩⲁ	1
ⲙⲡⲟⲩϩⲏⲧ	1
ϫⲉⲛⲉϥⲟⲩⲱϣ`	1
ⲙⲡⲗⲁⲛⲟⲥ	1
ϩⲛ̄ⲛⲉⲛⲧⲁⲩⲛⲕⲟⲧⲕ̄	1
ⲉⲧⲉⲣⲉⲛ̄ⲣⲉϥⲣ̄ⲡⲉⲑⲟⲟⲩ	1
ⲟⲩⲃⲉⲛ̄ⲁⲣⲭⲏ̂	1
ⲙⲡⲗⲟⲅⲟⲥ	1
ⲙ̇ⲡ̇ϫⲟⲉⲓ̇ⲥ	1
ⲁⲛⲕⲁⲛⲕⲁ	1
ⲁⲛⲕⲟⲟⲩⲉ	1
ⲙⲛ̄ⲛⲥⲁⲧⲣⲉϥⲟⲩⲱ	1
ⲙⲛⲛⲉⲛⲧⲁⲩⲣ̄ⲁⲧⲥⲱⲧⲙ	1
ⲡⲉϫⲉⲙⲏⲡⲟⲧⲉ	1
ⲙⲡⲥⲁϩⲟⲩ	1
ⲉⲡⲉⲧ︤ⲛ︥ⲕⲁϩ⳿	1
ⲉⲡ̣ⲉⲧϩⲓⲧⲟⲩⲱϥ	1
ⲙⲡⲛⲥⲱⲧⲙ	1
ϩⲉⲛⲥⲩⲛⲁⲅⲱⲅⲏ	1
ⲉⲕϩⲱⲗ︤ϭ︥	1
ⲛⲁⲛⲁⲭⲱⲣⲓⲧⲏⲥ	1
ⲑⲉⲱ̇ⲇⲟⲣⲟⲥ	1
ⲛ̄ⲣⲉϥϯⲱⲛ︤ϩ︥	1
ⲛ̄ⲧⲉⲕⲕⲁⲕⲓⲁ⳿	1
ⲑⲉⲱ̇ⲇⲱⲣⲟⲥ	1
ⲛϯⲁⲛⲁⲕⲣⲓⲛⲉ	1
ⲛⲧⲛⲥⲟⲟ[ⲩⲛ]	1
ⲥⲉⲣ̂ϩⲟⲩⲟ	1
ⲛⲧⲁⲛⲥⲁϩⲟⲩ	1
ⲥⲉⲛⲁⲙⲉⲧⲁⲛⲟⲓ̈	1
ϣ̇ⲙⲟⲩⲛ	1
ⲙⲡⲟⲣⲛⲓⲁ	1
ⲙⲡⲟⲣⲛⲟⲥ	1
ⲉⲧϩⲙⲡⲉⲧⲛⲙⲧⲟ	1
ⲙⲡⲟⲩⲏⲏⲃ	1
ⲙⲡⲟⲩⲛⲁⲩ	1
ⲛⲧⲁϩⲣⲉⲃⲉⲕⲕⲁ	1
ⲙⲡⲡⲁⲥⲭⲁ	1
ⲛ̄ⲥⲁⲡⲉⲛⲥⲙⲟⲧ	1
ⲥⲉⲣ̄ϩⲟⲩⲟ	1
ⲉⲧϩⲙⲡⲉⲩⲕⲱⲧⲉ	1
ⲡⲁⲣⲁⲧⲉϥⲫⲩⲥⲓⲥ	1
ⲛ̄ⲕⲗⲏⲣⲟⲛⲟⲙⲟⲥ	1
ϩⲙⲡⲧⲣⲉⲩϯⲙⲡⲁⲙⲁ	1
ⲁⲛⲟⲩⲁϩⲛ	1
ⲉⲙ︤ⲛ︥ϣⲏⲣⲉ	1
ϫⲉϩⲉⲛⲣⲉϥϫⲓϭⲟⲗ	1
ⲛ̇ϭⲓ̇ⲡ̇ⲛⲟⲩⲧⲉ	1
ⲙⲡⲣⲕⲁⲁϥ	1
ⲙⲡⲣⲙⲙⲁⲟ	1
ⲛ̇ⲥⲉϯ̇ⲥ̇ⲃⲱ	1
ⲙⲡⲣⲟⲩⲱⲙ	1
ⲙⲡⲣⲥⲱⲧⲙ	1
ⲉⲓⲙⲡⲉⲓⲙⲁ	1
ⲁⲧⲉⲧ︤ⲛ︥ϩⲱⲣ︤ⲡ︥	1
ϩⲛⲛⲉⲛⲧⲁⲩⲛⲁⲩ	1
ϩⲙⲡⲁⲙⲁⲛ̄ϣⲱⲱⲡⲉ	1
ϣⲁⲩⲧ̇ⲣⲉⲩⲕⲱⲧⲉ	1
ⲛ̄ϭⲓⲧⲙ︤ⲛ︥ⲧⲉⲣⲟ	1
ⲁⲧⲉϥϩⲁⲏ	1
ⲙⲡⲥⲱⲛ̄ⲧ	1
ⲙⲡⲧⲟⲟⲩⲉ	1
ⲉⲧⲣⲉϩⲉⲛϣⲏⲣⲉϣⲱⲡⲉ	1
ⲙⲛⲑⲩⲡⲟⲙⲟⲛⲏ	1
ⲁⲛⲥⲱⲧⲙ̄	1
ⲛⲟⲩⲙⲉⲉⲩⲉ̇	1
ⲛⲧⲉⲣⲉⲟⲩϩⲟⲟⲩ	1
ⲛϣⲟⲩⲁϣⲟⲩ	1
ⲁⲛⲧⲥⲁⲃⲟ	1
ⲛⲧⲕⲟⲩⲅⲁⲗⲓⲗⲁⲓⲟⲥ	1
ⲛ̄ⲧⲁⲧⲉⲧ︤ⲛ︥ⲧⲁϩⲟⲥ	1
ⲙⲡⲉⲓⲇⲱⲗⲟⲛ	1
ⲉⲩⲛⲁϩⲉⲣⲙⲏⲛⲉⲩⲉ	1
ⲛ̄ⲛ̄ⲇⲓⲕⲁⲓⲱⲙⲁ	1
ⲁⲛϭⲟⲟⲗⲉⲛ	1
ⲧⲉⲧⲛⲧⲁⲉⲓⲏⲩ	1
ⲛⲉⲛⲉⲓ̇ⲟⲧⲉ	1
ⲡⲟⲩⲉⲓ̈ⲏⲟⲩⲉϣ	1
ⲛⲧⲁⲩⲧⲁⲙⲉⲓ̈ⲟⲟⲩ	1
ⲛⲧⲁⲧⲉϥⲥⲙⲏ	1
ⲉ̇ⲡⲉⲓ̇ⲛⲟϭ	1
ϫⲉⲉϥϩⲛⲧⲥⲱϣⲉ	1
ϥⲛⲁⲛⲉϫⲡⲥⲁⲧⲁⲛⲁⲥ	1
ϩⲙⲡⲧⲣⲉϥⲧⲁⲙⲓⲟϥ	1
ϩⲛ̇ⲧ̇ⲙⲛⲧⲣ̇ⲣⲟ	1
ϫⲉϯϭⲙϭⲟⲙ	1
ⲁⲩⲣ̄ϩⲛⲁⲩ	1
ⲉⲛⲉⲧⲉⲧ︤ⲛ︥ϣⲓⲛⲉ	1
ⲛ̄ⲛⲁⲟⲩⲉⲣⲏⲧⲉ	1
ⲛⲟⲩⲙⲟⲩ̣ⲓ̣	1
ⲛϭⲓⲡⲕⲉⲛⲧⲩⲣⲓⲱⲛ	1
ⲉⲁⲧⲉⲧⲛⲡⲓⲥⲧⲉⲩⲉ	1
ϩⲁⲛⲉⲧⲙⲟⲟⲩⲧ	1
ⲛ̄ⲥⲁϩⲉⲛⲛⲟⲃⲉ	1
ⲉϣ︤ⲡ︥ϩⲓⲥⲉ	1
ⲙ̄ⲡ︤ⲣ︥ⲕⲁⲁϥ	1
ⲁⲩϣⲧⲟⲣⲧ︤ⲣ︥	1
ⲙⲁⲣⲛⲣ̄ϩⲟⲧⲉ	1
ⲉϫ︤ⲛ︥ⲛ̄ⲛⲟⲃⲉ	1
ϣ̣ⲁⲣⲟⲕ	1
ⲛ̄ⲁⲛⲧⲓⲗⲟⲅⲓⲁ	1
ⲉⲧⲣⲉⲧ︤ⲛ︥ⲁⲁⲩ`	1
ⲙ︤ⲛ︥ⲧϩⲩⲡⲟⲕⲣⲓⲥⲓⲥ	1
ⲛ̄ϩⲣⲱⲙⲁⲓⲟⲥ	1
ⲛ̄ϩⲣⲱⲙⲁⲛⲟⲥ	1
ⲉϥⲛⲁϣⲱⲡⲉ	1
ⲉϥⲛⲁϫⲟⲟⲥ	1
ⲉϥⲛⲁϯⲥⲟ̂	1
ϩ︤ⲛ︥ⲛⲉⲕⲧⲟⲡⲟⲥ	1
ⲙⲛⲛ̄ⲕⲉⲛⲟⲃⲉ	1
ⲉⲩϩⲛⲧⲙⲏⲧⲉ	1
ⲙ̄ⲡ︤ⲣ︥ⲃⲁⲥⲁⲛⲓⲍⲉ	1
Ⲙ̄ⲠϨⲀⲄⲒⲞⲤ	1
ⲉ̇ⲡϣⲙ̇ⲙⲟ	1
ⲛϩⲉⲛⲥⲃⲟⲟⲩⲉ	1
ⲉⲧⲃⲉⲓ̄ⲥⲁⲁⲕ	1
ⲙ̄ⲡⲉⲓ̈ⲟⲩⲟⲉⲓϣ	1
ϫⲉⲉⲣϣⲁⲛⲡⲉⲕϫⲁϫⲉ`	1
ⲍⲉⲃⲉⲇⲁⲓⲟⲥ	1
ⲉⲧⲉⲥⲙⲛⲧⲣⲙⲙⲁⲟ	1
Ⲁϥϣ̇ⲗⲏⲗ	1
ⲛ̇ⲕⲉⲉⲓ̇ⲟⲧⲉ	1
ⲛ̄ⲛⲉⲛⲧⲁⲩⲙⲟⲟⲩⲧⲟⲩ	1
ⲙ̇ⲡⲁϩⲏⲧ	1
ⲙ̇ⲡⲁϩⲣⲉ	1
ⲙ̇ⲡⲁϩⲱⲃ	1
ⲙⲡⲉⲭ︤︥ⲥ	1
ⲙ̇ⲡⲓ̇ⲥⲉ	1
ⲙ̇ⲡⲛ̇ⲁⲩ	1
ⲙ̇ⲡⲣ̇ⲕⲁ	1
ⲛ̄ⲧⲁⲛⲟⲩϫ︤ϭ︥	1
ⲛⲉⲁⲩϣⲓⲡⲉ	1
ⲛⲉⲛϩⲗ̇ⲗⲟ	1
ϫⲉⲁ̇ⲡⲉϥⲟⲩⲟ̇ⲉⲓ̇ϣ	1
ⲙ̇ⲙⲉⲉⲩⲉ	1
ⲙ̄ⲡ︤ⲥ︥ⲣ̄ϩⲛⲁⲥ⳿	1
ⲙ̇ⲙⲱⲧⲛ̇	1
ϫⲉϩⲉⲛⲉⲛⲧⲟⲗⲏ	1
ⲛϭⲓⲓⲟⲩⲇⲁⲥ	1
ⲉⲛⲉⲛⲧⲁⲩⲧⲁ[ⲁ]ⲩ̣	1
ⲉϯϩⲓⲱⲟⲩ	1
ϫⲉⲛ̇ⲛⲉⲩⲕⲉⲧⲧⲉⲓⲕⲩⲡⲏ	1
ⲧⲉⲩⲡⲟⲣⲛⲓ̈ⲁ	1
ⲙ̄ⲙ︤ⲛ︦ⲧ︥ⲁⲧⲥⲱⲧ︤ⲙ︥	1
ⲛ̄ⲟⲩⲁϭⲣⲏⲛ	1
ⲟⲩ̣ⲣⲱⲙⲉ	1
