#1|orig_group	count
ⲁⲓⲣⲥⲙⲟⲧ	1
ⲉϩⲉⲛⲣⲱⲙⲉ`	1
ⲉϩⲉⲛⲥⲁⲁⲧⲉ	1
ϣⲁϥⲡⲁⲓⲇⲉⲩⲉ	1
ⲁϥⲑⲩⲥⲓ̈ⲁⲍⲉ	1
ϩⲓⲧⲛⲍⲁⲗⲉϩ	1
ϫⲉⲉⲩⲥⲟⲟⲩⲛ	1
ⲉⲧⲉⲧ︤ⲛ︥ⲥⲟⲟⲩⲛ⳿	1
ⲉⲛⲉϫⲧⲉϥⲥϩⲓⲙⲉ	1
ⲛ̄ⲧⲟⲩⲡⲟⲣⲛⲉⲓⲁ	1
ⲉϩⲉⲛⲧⲉⲭⲛⲏ	1
ⲛ̄ⲣⲟⲟⲩϣ⳿	1
ⲁⲓⲧⲥⲉⲧⲛ	1
ⲉⲛⲟⲩⲛⲁⲛ̣ⲉⲙ̣ⲁϣⲉ	1
ⲁⲓⲧⲱⲱⲃⲉ	1
ⲛ̄ⲛⲉⲧ︤ⲛ︥ⲧ︤ⲃ︥ⲛⲟⲟⲩⲉ	1
ⲛ̄ϭⲓϩⲉⲛⲙⲏⲏϣⲉ`	1
ⲉⲧⲣ⳯ⲙⲉⲧⲁⲛⲟⲓ̈	1
ⲉⲩⲭⲁⲣⲓⲥⲧⲟⲩ	1
ϣⲁϥⲕⲁⲑⲁⲣⲓⲍⲉ	1
ⲉⲧⲉⲛ̄ϩⲁⲡ	1
ⲛ︤ⲅ︥ⲥⲟⲧⲟⲩ	1
ⲉϣⲁⲩⲛⲟϫⲟⲩ	1
ϩⲓⲧⲙⲡⲉⲡⲣⲟⲫⲏⲧⲏⲥ	1
ⲁⲧⲉⲧ︤ⲛ︥ϯⲙ̄ⲕⲁϩ	1
ⲛⲧⲉⲡⲟⲩⲟⲉⲓⲛ	1
ϩ︤ⲛ︥ϩⲉⲛⲛⲟϭ	1
ⲙⲡⲣϣⲟⲣⲡϥ̇	1
ϫⲉⲉⲧⲉⲧⲛϯⲧⲱⲛ	1
ⲉⲙⲙ︤ⲛ︦ⲧ︥ϣⲁⲛϩⲧⲏϥ	1
ϩⲛⲧⲉⲩⲫⲩⲥⲓⲥ	1
ⲛ̄ⲧ︤ⲛ︥ϩⲱⲃ︤ⲥ︥	1
ⲡⲉⲧⲉⲁ̇ϥⲁⲁϥ	1
ⲉⲁⲡⲇⲁⲓⲙⲱⲛⲓⲟⲛ	1
Ⲛ̄ⲦⲚ̄ⲞⲨϪⲀⲒ	1
ⲁϥϫⲉⲩⲥⲛⲁⲩ	1
ⲙⲡϩⲉⲑⲛⲟⲥ	1
ⲛϭⲓⲁ̇ⲡⲁ	1
ⲛϭⲓⲡϩⲁⲓ	1
ⲛϭⲓⲡϫⲱⲕ	1
ⲕⲁⲧⲁⲧⲉⲛⲧⲟⲗⲏ	1
ϩⲓ̇ⲧⲛ̇ⲧⲕⲁⲧⲁ̇ⲗⲁⲗⲓ̇	1
ⲉϣⲁⲩⲙⲟⲩⲧⲉ	1
ⲛ̇ⲛⲱⲣⲅⲁⲛⲟⲛ	1
ⲙⲡⲣϣⲧⲟⲣⲧⲣ	1
ⲉⲁⲓ̈ⲥⲁⲁⲕ	1
ⲙ̄ⲡ︤ⲛ︥ⲉⲓⲙⲉ	1
ⲛⲟⲩⲑⲗⲓⲯⲓⲥ	1
ϩⲓⲧⲛⲛⲧⲱϩⲙ	1
ϩⲓⲧⲛⲧⲃϣⲉ`	1
ⲛ̄ⲧⲁⲩⲧⲟϣ︤ⲥ︥	1
ⲛⲉⲧⲉⲛⲥⲉϣⲟⲟⲡ	1
ⲛ̄ⲥⲉⲛⲁⲉⲓⲙⲉ	1
ⲛ̇ⲛⲉϩϣⲗϥ̇	1
ⲛ̄ⲧⲙⲛ̄ⲧ̄ⲥⲧⲣⲁⲧⲏⲗⲁⲧⲏⲗⲁⲧⲏⲥ	1
ⲉⲉⲣⲡⲉⲧⲛⲁⲛⲟⲩϥ	1
ⲁϥⲭⲁⲣⲓⲍⲉ	1
ⲁⲩⲉϩⲉⲥⲟⲩ	1
ϩⲙⲡⲉϥϩⲟⲩⲙⲓⲥⲉ	1
ⲁⲣⲉⲥⲁϩⲱ̂	1
ⲁⲧⲙⲣⲟⲕϩⲟⲩ	1
ⲛⲛⲉϥⲉⲓ̈ⲟⲧⲉ	1
ⲛⲇⲉⲓ̈ⲕⲁⲓⲟⲥⲩⲛⲏ	1
ⲙⲛⲁⲁⲣⲱⲛ	1
ⲛ︥ⲙ̄ⲡⲗⲁⲛⲏ	1
ⲙ︤ⲛ︥ϩⲉⲛⲕⲉϩⲃⲏⲩⲉ	1
ⲉⲧⲉⲛϫⲱϩⲙ	1
ⲉⲧⲉⲛϩⲏⲧⲛ	1
ⲛϭⲓⲟⲩⲉⲓ	1
ⲙ︤ⲛ︥ϩⲉⲛⲕⲉϩⲓⲥⲉ⳿	1
ⲛϭⲓⲡⲉⲧⲟ	1
ⲛϭⲓⲡⲓⲱⲧ	1
ⲛϭⲓⲡⲙⲏⲧ	1
ⲛⲉⲓϣⲟϫⲛⲉ	1
ⲛϭⲟⲓ̈ⲗⲉ	1
ⲁⲣⲉⲟⲩⲁϩⲉ	1
ⲙⲛⲅⲁⲓⲟⲥ	1
ϩⲙⲡⲉⲙϩⲁⲟⲩ	1
ϩⲟⲙⲟⲗⲟⲗⲉⲓ	1
ϫⲛⲉϫⲟⲟⲥ	1
ⲉⲧⲃⲉⲛⲉⲛⲧⲁⲧⲉⲧⲛⲥϩⲁⲓⲥⲟⲩ	1
ⲉϣⲁⲩⲥⲩⲣⲁ`	1
ⲛ̄ⲣⲉϥϫⲓⲟⲩⲉ`	1
ⲛ̄ⲣⲉϥϫⲓⲣⲱⲙⲉ	1
ϫⲉⲙⲛϭⲉⲣⲱⲙⲉ	1
ⲛ̄ϩⲉⲛⲡⲉⲣⲓⲍⲱⲙⲁ	1
ϩⲓⲧⲛⲧⲁⲥⲡⲉ	1
ϩⲓⲧⲛⲧⲏⲩⲧⲛ	1
ⲙⲛⲇⲁⲑⲁⲛ	1
ⲙ̄ⲡ︤ⲣ︥ⲛ̄ⲕⲟⲧ︤ⲕ︥	1
ⲛⲧⲉϩⲟⲩⲉⲓⲧⲉ	1
ⲙⲉϥϫⲓϫⲣⲟⲡ	1
ⲉⲛⲧⲁϥⲟⲩⲉϩⲥⲁϩⲛⲉ`	1
ⲛⲁϣⲁϫⲉ`	1
ⲛ̄ⲛⲁⲛ̄ⲁⲅⲅⲉⲗⲟⲥ	1
ⲛⲁϣⲙ̄ϣⲉ	1
ⲉϣϫⲉⲟⲩⲙⲉⲗⲟⲥ	1
ⲛⲧⲁⲓ̈ϫⲉⲡⲁⲓ̈	1
ⲙ̄ⲡⲉϥⲙⲉⲣⲓⲧ	1
ⲛⲉⲧⲉⲧⲛⲁⲇⲟⲕⲓⲙⲁⲍⲉ	1
ⲉⲛⲧⲁⲡⲉⲭⲣⲓⲥⲧⲟⲥ	1
ⲉⲧⲉⲥϩⲓⲙⲉ	1
ⲛ̄ⲥⲁⲟⲩⲗ̄	1
ⲉϣϫⲉⲟⲩⲛⲥⲱⲙⲁ	1
ϫⲉⲓⲡⲉⲥⲙⲟⲩ	1
ⲛ̄ⲥⲁⲧⲙⲉ⳿	1
ⲛⲥⲁⲟⲩϭⲉⲣⲱⲃ	1
ⲉⲟⲩⲛⲧϥⲟⲩϩⲱⲃ	1
ⲙⲙⲛⲛⲥⲁϩⲟⲟⲩ	1
ϫⲉⲥⲁϩⲉⲧⲏⲩⲧ︤︥ⲛ	1
ϩⲓ̇ϫⲙ̇ⲡⲉⲟⲟⲩ	1
ⲛ̄ⲧⲉⲡⲇⲓⲁⲃⲟⲗⲟⲥ	1
ⲉⲧⲣⲉϩⲉⲛϩⲙϩⲁⲗ	1
ⲉϥⲟⲩⲉⲙϣϫⲉ	1
ⲛ̄ⲥⲁ⳯ⲃⲟⲗ	1
ϫⲉⲉⲣϣⲁⲛⲧⲙ̇ⲟⲩⲁ̇	1
ⲛⲁϩⲣ̇ⲁⲕ	1
ⲙ̄ⲡⲉϥⲟⲩⲱϣ`	1
ⲉⲣ̂ⲙⲟⲛⲁⲭⲟⲥ	1
ⲛ̇ϥⲣ̇ⲙⲟⲛⲁⲭⲟⲥ	1
ϩⲓ̇ⲧⲟⲟⲧϥ	1
ⲛ̄ϣ︤ⲙ︥ⲙⲟ	1
ⲁ̇ⲥⲛ̇ⲧⲥ̇	1
ⲛ̄ⲥⲉⲉⲓⲙⲉ	1
ⲙ︤ⲛ︥ⲛ̄ⲁⲛⲥ︤ⲙ︥ⲙⲉ	1
ⲛ̄ⲥⲉⲕⲁⲁⲥ	1
ⲙⲛⲟⲩϣ̇ⲥ	1
ⲙⲛⲟⲩϯϩⲉ	1
ⲛ̄ⲥⲉⲟⲩⲱⲙ	1
ⲛ̄ⲥⲉⲟⲩⲱⲛ	1
ⲛ̄ⲥⲉⲧⲁⲁⲩ	1
[ϩⲛ]ⲟⲩⲙ︤ⲛ︦ⲧ︥ⲣⲉϥ̣ϩⲓⲗⲁ	1
ϫⲉⲉ̇ϥⲟⲩⲱ̇ϣ	1
ⲙⲛⲗⲁⲃⲁⲛ	1
ⲙ̄ⲡⲉϥⲥⲙⲟⲩ`	1
ⲁ̇ⲛⲅⲟⲩϩⲟⲟⲣ	1
ⲉⲛⲛⲉⲛⲉⲣⲏⲩ	1
ⲛⲙⲡⲟⲛⲏⲣⲟⲛ	1
ⲉⲣⲉϥⲧⲟⲟⲩ	1
ⲛ̄ⲕⲟⲓⲛⲱⲛⲟⲥ	1
ⲙⲛⲙⲁⲓⲧⲟ	1
ϩⲙⲡⲧⲣⲉϥⲉⲓⲛⲉ	1
ϩⲙⲡⲧⲣⲉϥⲕⲁⲁϥ	1
ⲛⲥⲛⲁϣⲁϩⲉ	1
ⲛⲛⲁⲁⲡⲁⲛⲧⲁ	1
ⲛϫⲱⲕ︤ⲙ︥	1
ϩⲙⲡⲧⲣⲉϥⲧⲱⲙⲧ	1
ⲛⲥⲛⲁϫⲉⲛⲁ	1
ⲧⲉⲧⲛ̄ⲙⲉⲣⲓⲥ	1
ⲙⲛⲡϫⲓⲟⲩⲉ	1
ⲛϥϫⲟⲟⲩⲥⲉ	1
ⲛ̄ⲟⲩϩⲉⲑⲛⲓⲕⲟⲥ	1
ⲙⲛⲛⲉⲛⲥⲁ	1
ⲙⲛⲛⲉⲧⲙⲉ	1
ⲛⲁϩⲣⲁⲓ̈	1
ⲙⲛⲛⲥⲱϣⲉ	1
ⲙⲛⲛⲝⲟⲩⲣ	1
ⲙⲛⲛⲟⲉⲓⲕ	1
ⲙⲛⲛⲟⲩⲟⲩ	1
ⲙⲛⲛⲥⲱⲉⲓ	1
ⲙ̇ⲡϥ̇ϫⲉⲗⲁⲁ̇ⲩ	1
ⲁⲇⲓⲟ̄ⲕⲗⲏϯⲁⲛⲟⲥ	1
ⲙ︤ⲛ︥ⲙ︤ⲛ︦ⲧ︥ⲁⲕⲁⲑⲁⲣⲧⲟⲥ⳿	1
ⲙⲡⲉϥⲡⲉⲧⲛⲁⲛⲟⲩϥ	1
ⲙⲛⲟⲩⲏⲣⲡ	1
ⲙⲛⲡⲉⲑⲁⲃ	1
ⲙⲛⲡⲉⲟⲟⲩ	1
ⲙⲛⲡⲙⲓϣⲉ	1
ⲙⲛⲡⲛⲟⲃⲉ	1
ⲙⲛⲡⲛⲟⲩⲃ	1
ⲙⲛⲡⲥⲱⲙⲁ	1
ⲉ̣ⲡⲉϩⲟⲩⲟ	1
ⲡⲇⲁⲓⲙⲟⲛⲓⲟⲛ	1
ϩⲓⲧⲛ̄ⲟⲩⲥⲟⲫⲟⲥ	1
ⲉⲧⲃⲉϩⲏⲣⲱⲇⲓⲁⲥ	1
ⲉⲛⲛⲉⲧⲛⲃⲱⲕ	1
ⲛⲉⲛ̄ⲃⲗⲗⲉ	1
ⲙⲛⲥⲟⲟⲩⲛ	1
ⲛ̄ⲧⲁⲩⲟⲩⲱⲛϩ̄	1
ⲛϭⲓ̇ⲡⲁⲣⲭⲓⲙⲁⲇⲣⲓⲧⲏⲥ	1
ⲙⲛⲧⲉⲩϣⲏ	1
ⲉⲛⲛⲉⲩⲧⲁⲩⲉ	1
ⲙⲛ̇ⲛ̇ⲥⲁⲉⲧⲣⲉϥⲛⲁⲩ	1
ⲕⲁⲧⲁⲑⲉ`	1
ⲕⲁⲧⲁⲣⲟϥ	1
ⲕⲁⲧⲁⲛⲧⲁ	1
ⲡⲁⲣⲭⲏⲥⲧⲣⲁⲧⲩⲅⲟⲥ	1
ⲕⲁⲧⲟⲟⲧϥ	1
ⲡⲉⲧⲉⲛϥⲛⲁⲡⲓⲥⲧⲉⲩⲉ	1
ϩⲛ̄ⲛ̄]ⲥⲱⲧⲡ	1
ⲛⲧⲙⲛⲧⲁⲑⲏⲧ	1
ⲁⲕⲥⲟⲩⲛ̄	1
ⲙⲡⲉⲛⲧⲁϥⲡⲱϩⲧ̄	1
ⲛⲧⲙⲛⲧⲥⲁⲃⲉ	1
ⲛ̄ⲥⲟⲉⲓⲧ`	1
ⲉⲧⲉⲧ︤ⲛ︥ⲧⲟⲩⲛⲟⲥ	1
ⲙ︤ⲛ︥ⲛ̄ⲥⲁ	1
ⲙ︤ⲛ︥ⲛ̄ⲥⲱ	1
ⲙ︤ⲛ︥ⲡϫⲱⲕ	1
ⲙ︤ⲛ︥ⲡϭⲟⲗ	1
ϩⲛⲛⲉⲛⲡⲉⲑⲟⲟⲩ	1
ⲛⲧⲉⲓⲡⲁⲣⲁⲃⲟⲗⲏ	1
ⲛⲛ̄ⲣ︤ⲙ︥ⲛ̄ϭⲟⲓ̈ⲗⲉ	1
ϣⲁϥⲕⲁⲁϥ	1
ⲙⲙⲱⲧ︤︥ⲛ	1
ϩⲙ̄ⲡϫⲱϩ︤ⲙ︥	1
ϣⲁϥⲧⲱϭⲉ	1
ⲛⲧⲉϥⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	1
ⲛϥ̄ϫⲟⲟⲣⲟⲩ	1
ϣⲁϥⲧⲁⲕⲟ	1
ⲉϩⲉⲛⲡⲟⲛⲏⲣⲟⲛ⳿	1
ⲛ̄ⲥⲁⲡⲇⲓⲕⲁⲓⲟⲥ	1
ϣⲁⲛⲧⲉϥϫ̇ⲡⲟ	1
ⲁⲡⲉϥⲣⲁⲛ	1
ⲛ̄ⲟⲩⲁⲡⲉⲓⲗⲏ	1
ϣⲁϩⲣⲁⲓ̂	1
ⲁ̇ⲛⲛⲟⲩϫⲉ	1
ⲡⲇⲁⲓⲙⲱⲛⲓⲟⲛ	1
ⲛ̄ⲟⲩⲁⲥⲉⲃⲏⲥ	1
ⲙ︤ⲛ︥ⲡⲏⲓ̈	1
ⲙ︤ⲛ︥ⲡⲕⲱϩ	1
ⲙ︤ⲛ︥ⲡⲣⲟ̂	1
ⲙ︤ⲛ︥ⲣⲱⲙⲉ	1
ⲉⲧⲉⲧ︤ⲛ︥ⲥⲱⲧ︤ⲙ︥	1
ⲙ︤ⲛ︥ⲧⲙⲉ`	1
ⲡⲉⲧⲉⲙ︤ⲛ︥ϭⲟⲙ	1
ⲙⲡⲉϥϣⲏⲣⲉ	1
ⲛ̄ⲛⲉⲥⲓⲟⲩⲣ`	1
ⲙⲡⲉϥϩⲟⲩⲛ	1
ⲙⲡⲉϥϭⲣⲟϭ	1
ⲛϯⲙⲓ̈ⲛⲉ	1
ⲙⲁⲣⲉⲡⲉⲓⲁⲡⲟⲧ	1
ⲉⲧⲉⲣⲉⲡϣⲁϫⲉ	1
ⲛⲛⲉⲧⲛⲟⲩⲟⲙϥ̄	1
ⲉϥⲉⲣⲟⲉⲓⲥ	1
ⲙ̄ⲡⲛ̣ⲟⲩⲧⲉ	1
ⲙ̄ⲡ︤ϥ︥ϫⲉϣⲁϫⲉ⳿	1
ⲛⲧⲉⲧⲛⲧⲁϣⲉⲟⲉⲓϣ	1
ⲛ̄]ⲛⲟⲃⲉ	1
ⲉⲧⲣⲉⲧⲛⲣⲁⲧⲥⲟⲟⲩⲛ	1
ⲛ̄ⲧⲁⲩⲣ̂ϩⲟⲩⲉⲥⲁⲃⲉ	1
ⲛ̄ⲧⲁⲩϫⲱⲕ	1
ⲙⲛ̄ⲙ̄ⲙⲟⲟⲩ	1
ⲉⲧⲉⲙ̄ⲙ︤ⲛ︥ⲧⲟⲩ	1
ⲙⲙⲉⲓ̈ⲛⲟⲩⲙⲙⲟϥ	1
ⲛ̄ⲧⲉⲣⲟⲩⲉⲓⲛⲉ	1
ⲙ︤ⲛⲧⲉⲩⲫⲣⲟⲥⲩⲛⲏ	1
ⲉⲛⲡⲁⲣⲁⲃⲟⲗⲏ	1
ⲛⲛⲉϥⲉⲓ̇ⲟ̇ⲧⲉ	1
ⲛⲛⲛⲏⲥⲧⲓⲁ	1
ⲛⲉⲛ̣ⲃⲟⲧⲉ	1
ⲉⲥϣⲁⲛⲡⲱⲣϫ	1
ⲛ̄ⲥⲁⲓ︦ⲥ︦	1
ⲛⲧⲉⲧⲛⲣⲉⲓⲣⲏⲛⲏ	1
ⲛⲉⲧϩⲛⲧⲓⲟⲩⲇⲁⲓⲁ	1
ⲉⲛⲉⲧⲉⲣⲉⲡⲛⲟⲩⲧⲉ	1
ⲛ̄ⲧⲁⲩϣⲱⲡⲉ`	1
ⲛ̄ⲧⲁⲩϣⲱⲱⲧ`	1
ⲛ̄ⲧⲉⲓϩⲉ`	1
ⲛ̄ⲧⲉⲓϭⲟⲧ	1
ϩⲓⲧ︤ⲛ︥ⲧⲡⲟⲛⲏⲣⲓⲁ`	1
ⲙ̄ⲡⲉⲡⲛ̄︤ⲁ̄︥	1
ⲛ̄ⲧⲁⲉⲓⲟ̂	1
ⲛ̄ⲧⲁⲉⲓⲣⲉ	1
ϩⲉⲛϩⲓⲟⲟⲩⲉ	1
ⲛ̄ⲧⲁⲛⲉ᷍ⲓ	1
ⲛ̄ⲧⲁⲙⲁⲁⲩ	1
ⲛ̄ⲧⲁⲙⲟⲟⲩ	1
ⲛ̄ⲧⲁⲛⲙⲉϩ	1
ⲁⲓ̈ⲥⲉⲧ︤ⲡ︥ⲧⲏⲩⲧⲛ̄	1
ⲛ̄ⲧⲁⲟⲩⲉ`	1
ⲛ̄ⲧⲁⲡⲕⲁϩ	1
ⲛ̄ⲧⲁⲩⲉ᷍ⲓ	1
ⲛ̄ⲧⲁⲧⲁⲓ̈	1
ⲛ̄ⲧⲁⲧⲁⲁⲩ	1
ⲛ̄ⲧⲁⲩⲁⲁϥ	1
ⲛ̄ⲧⲁⲯⲩⲭⲏ	1
ⲙ︤ⲛ︥ⲡⲉⲕⲉⲓⲱⲧ	1
 ⲁⲃⲣⲁϩⲁⲙ`	1
ⲉⲧⲉⲧⲛϣⲁⲛⲥⲱⲟⲩϩ	1
ⲙ︤ⲛ︥ⲧⲉϥⲙⲁⲁⲩ	1
ⲛϥϭⲟⲗϫϥ̄	1
ⲙ︤ⲛ︥ϩⲉⲛϫⲱϩ︤ⲙ︥	1
ⲉϥⲧⲁⲩⲉⲥⲃⲏⲓⲧⲉ	1
ⲙ̄ⲡⲟⲛⲏⲣⲟⲛ`	1
ⲙ̄ⲡⲟⲛⲏⲣⲟⲥ⳿	1
ⲛⲧⲉⲡ̇ⲛⲟⲩⲧⲉ	1
ϣⲁϥϯⲧⲉϥⲭⲣⲓⲁ	1
ⲛ̄ⲧⲁⲩϫⲡⲓⲟ`	1
ⲉⲧⲉⲧⲙⲛⲧⲣⲣⲟ	1
ⲉϫⲛⲛⲉⲩⲉⲓⲟⲧⲉ	1
ⲛϯⲣⲭⲣⲓⲁ	1
ⲛϥϭⲗⲟⲙⲗⲙ	1
ⲡⲉϫⲉⲕⲉⲟⲩⲁ̇	1
ϫⲉⲓ̈ⲁⲕⲱⲃ`	1
ⲛϥϫⲓⲃⲁⲡⲧⲓⲥⲙⲁ	1
ⲛ̄ⲧⲁⲩϯⲉⲟⲟⲩ	1
ϫⲉⲙ̄ⲡ︤ⲣ︥ⲡⲁⲣⲁⲃⲁ	1
ⲛ̄ⲧⲉⲧⲁⲁⲩ	1
ⲛ̄ⲧⲉⲩⲛⲟⲩ	1
ⲉⲩⲛⲧⲥⲟⲩϣⲉⲉⲣⲉ	1
ϯⲛⲁϫⲉⲩⲡⲁⲁⲅⲅⲉⲗⲟⲥ	1
ⲙ︤ⲛ︥ⲧⲙ︤ⲛ︦ⲧ︥ϣⲁⲩ	1
ⲛⲁⲛⲧⲓⲕⲓⲙⲉⲛⲟⲥ	1
ⲉⲣϣⲁⲛⲟⲩⲑⲗⲓⲯⲓⲥ	1
ⲟⲩϩⲣϣⲓⲣⲉ	1
ⲛ̇ⲧⲁⲡⲉⲓ̇ϭⲙ[ϣⲓ]ⲛⲉ	1
ⲧⲟⲩⲛⲧⲏⲩⲧⲛ	1
ⲉⲧⲥϩⲙⲟⲟⲥ	1
ⲉⲕⲛⲏⲥⲧⲉⲩⲉ̇	1
ⲛⲧⲉⲣⲉϥⲕⲧⲟϥ	1
ⲛⲧⲉⲣⲉϥⲙⲕⲁϩ	1
ⲛⲧⲉⲣⲉϥⲛⲟⲩϫ	1
ⲛⲧⲉⲣⲉϥⲧⲱϩⲙ	1
ⲛⲧⲉⲣⲉϥⲫⲱϭⲉ	1
ⲛⲧⲉⲣⲉϥⲥⲙⲟⲩ	1
ⲉⲓ̈ⲛⲁⲣⲟⲉⲓⲥ⳿	1
ⲙⲛⲙⲡⲟⲣⲛⲓⲁ	1
ϫⲓⲛⲧⲁⲙⲛⲧⲕⲟⲩⲓ	1
ⲛⲁⲡⲟⲗⲟⲅⲓ̇ⲁ̇	1
ⲛ̄ⲧⲓⲕⲉϩⲉ	1
ⲙⲛ̇ⲛ̇︤ⲥⲱⲥ	1
ⲛ̄ⲛ̄ⲇⲁⲓⲙⲟⲛⲓⲟⲛ	1
ⲡⲉϥϣⲃⲏⲣ⳿	1
ⲉⲧⲁⲟⲩⲟⲟⲥ	1
ⲡⲉϥϣⲏⲣⲉ`	1
ⲗⲟⲩⲕⲓ̇ⲁ̇ⲛⲟⲥ	1
ⲛⲧⲁ̣ϥ̣ϫ̣ⲟⲟ̇ⲥ	1
ⲟⲩⲛ̄ⲧⲏⲧ︤ⲛ︥	1
ⲛ̄ⲛⲉⲕϣⲏⲣⲉ	1
ⲙⲛⲡⲉⲧⲛⲁⲛⲟⲩϥ	1
ⲙⲛ̇ϩⲛ̇ϣ̇ⲧⲏⲛ	1
ⲛⲉϣⲁⲩⲡⲟⲣϫ̇ⲛ̇	1
ⲙⲉϥϣⲟⲩϣⲟⲩ	1
ⲛ̄ⲧⲙⲁⲁⲩ`	1
ⲛ̄ⲧⲙⲉⲣⲓⲥ	1
ⲉ̇ⲡⲧⲉⲗⲱⲛⲏⲥ	1
ϩⲛ̇ⲛ̇ⲣⲱⲙⲉ	1
ⲛ̇ϩⲛⲟⲩⲟⲟⲧⲉ	1
ⲛ̄ϭⲓⲡⲉⲧϫⲱ̂`	1
ⲛ̄ⲧⲛⲉⲓⲣⲉ	1
ϫⲓⲛⲛϩⲁⲡ	1
ⲛ̄ⲧⲥⲱϣⲉ`	1
ⲛ̄ⲧⲛⲟⲩⲱϩ	1
ⲙⲛⲛⲉϥⲇⲓⲕⲁⲓⲟⲥ	1
ⲉⲧⲣⲉϩⲉⲛϩ︤ⲙ︥ϩⲁⲗ	1
ϩⲙ̇ⲡⲉⲓ̇ⲙⲉⲉ̇ⲩⲉ̇	1
ⲉⲧⲁⲩⲝⲁⲛⲉ	1
ⲉϥⲟⲩⲟⲛ︤ϩ︥	1
ⲉϥⲟⲩⲟⲗ︤ⲥ︥	1
ⲛ̄ⲧⲟⲟⲧϥ̄	1
ⲙ︤ⲛ︥ϩⲉⲛⲁⲛⲁϣ	1
ⲛ̄ⲧⲟⲟⲧⲛ̄	1
ⲛ̄ⲧⲟⲩⲉⲓ̂	1
ⲛϥ̄ⲕⲧⲉⲧⲉϥⲟⲣⲅⲏ	1
ⲛ̄ϭⲓⲡϣⲏⲣⲉ`	1
ⲙ︤ⲛ︥ϩⲉⲛⲛⲟⲃⲉ	1
ⲙ︤ⲛ︥ϩⲉⲛⲣⲓⲣ⳿	1
ⲙ︤ⲛ︥ϩⲉⲛⲥⲱⲱϥ	1
ⲛⲁ̣ⲣ̇ϩⲟⲧⲉ	1
ⲁ̇ⲕϩⲱϫⲡ	1
ⲧⲟⲩⲛⲁⲉϣⲙⲉⲉⲩⲉ	1
ⲛ̄ⲧⲡⲏⲅⲏ̂	1
ϫⲉⲉⲣⲉ]ⲡ̣ⲉⲓⲛ̣ⲉ	1
ⲛ̇ⲛⲉ̇ⲥⲛⲏⲩ	1
ⲙⲛⲓⲱϩⲁⲛⲛⲏⲥ	1
ⲛ̄ⲛⲉⲧⲉⲛⲟⲩⲕ	1
ⲛ̄ⲛⲉⲡϫⲁϫⲉ	1
ⲛⲡⲉⲭⲣⲓⲥⲧⲟⲥ	1
ⲟⲩⲁⲅⲅⲉⲗⲟⲥ	1
ⲛⲁⲥⲕⲏⲥⲓ̇ⲥ	1
ϫⲓⲛⲡⲟⲟⲩ	1
ϫⲉⲉⲛⲉⲉⲝⲉⲥⲧⲉⲓ	1
ⲉⲧϩⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ	1
ⲛⲉⲧⲥϩⲟⲩⲟⲣ︤ⲧ︥	1
ⲛⲧⲉⲧⲉⲟⲩⲛϣϭⲟⲙ	1
ϫⲉϯ̇ⲡⲓⲥⲧⲉⲩⲉ	1
ⲁⲩϥⲓⲙⲛⲧⲥⲛⲟⲟⲩⲥ	1
ⲉⲧⲉⲧⲛⲁⲟⲩⲱⲙ	1
ⲁ̇ⲩϯϩⲏⲩ	1
ϩ︤ⲛ︥ⲧⲉϥⲙⲛ̄ⲧⲭⲣⲏⲥⲧⲟⲥ	1
ⲉⲧⲣⲉϥⲣ̄ⲛⲟⲉⲓⲧ	1
ⲛ̄ⲥⲱⲛ︤ⲧ︥	1
ⲟⲩϩ̇ⲗⲗⲟ	1
ⲉⲛϥⲇⲓⲁⲕⲣⲓⲛⲉ	1
ϫⲉⲧⲛⲏⲥⲧⲓ̇ⲁ	1
ⲛ̄ⲥⲱⲧ︤ⲙ︥	1
ⲉϩⲉⲛⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲥ	1
ⲛ̄ϭ[ⲓⲛⲉ]ⲛⲉⲓⲟⲧⲉ	1
ⲉⲧⲉⲧⲛⲃⲟⲗⲃⲗ	1
ⲛϥⲧⲁⲩⲉⲥϩⲃⲏⲓⲧⲉ	1
ⲁ̇ⲡϣⲱⲛⲉ	1
ϫⲓⲛⲡⲥⲁⲃⲃⲁⲧⲟⲛ	1
ϩⲓⲧⲁⲉⲓⲟ̂	1
ⲁⲩϣⲛⲧⲟⲩⲕⲗⲟⲙ	1
ⲛⲧⲙ︤ⲛ︥ⲧⲉⲣⲟ	1
ϩⲓ̇ⲡⲉ̇ⲥⲏⲧ	1
ϩⲓⲧⲁⲯⲩⲭⲏ	1
ⲉⲧⲃⲉⲟ ̂ⲩ	1
ϫⲉⲡⲉⲧⲛⲁϥⲉⲓ	1
ⲉϫ︤ⲛ︥ϫⲓϩⲟ̂	1
ϫⲉϯⲛⲁϣⲓⲛⲉ	1
ⲉⲧⲉⲧⲛⲉⲉⲓⲙⲉ	1
ϩⲓⲧⲟⲟⲩⲧⲟⲩ	1
ϫⲉⲁⲛⲧⲓⲧⲣⲉϥⲧⲃⲃⲟ	1
ⲉⲧⲉⲧⲛⲉⲑⲡⲟⲓ	1
